Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita,"ВВП на душу населения в ценах и ППС (США) текущего года, долл. США"
USA,USA,2002,5952.698581,2105.588304,2497.583755,1239.006806,43.163872,40.468162,26.887682,20.643986,37886
USA,USA,2003,6015.804219,2145.491263,2559.10883,1201.862436,43.349101,40.226767,25.765823,20.665068,39369
USA,USA,2004,6117.962686,2166.10556,2632.290252,1205.237349,45.885581,40.78553,27.658414,20.813086,41622
USA,USA,2005,6137.603445,2189.646259,2644.236598,1187.618743,46.194121,41.114875,28.792849,20.676284,44031
USA,USA,2006,6057.163161,2153.509929,2610.822803,1173.784429,46.850744,41.744603,30.450653,20.207175,46228
USA,USA,2007,6135.287208,2176.462796,2593.582204,1248.121541,45.508881,42.228077,29.383709,20.265635,47983
USA,USA,2008,5918.868654,2136.484804,2415.427499,1253.226709,41.415652,43.850344,28.463646,19.362012,48510
USA,USA,2009,5482.977899,1872.668065,2280.456426,1231.750925,29.614644,42.834867,25.65297,17.772331,47124
USA,USA,2010,5681.392035,1982.983381,2300.353344,1290.5145,31.449235,45.238782,30.852794,18.257408,48564
USA,USA,2011,5546.628958,1872.951133,2251.761189,1310.473931,32.208358,49.585065,29.649282,17.671368,49937
USA,USA,2012,5345.454261,1658.503321,2195.781516,1372.082466,35.270345,53.093643,30.722971,16.8812,51633
USA,USA,2013,5480.926097,1720.268523,2224.219492,1410.366932,36.369227,58.840147,30.861776,17.161404,53229
USA,USA,2014,5528.871276,1710.368415,2247.447818,1435.02015,39.439018,64.171159,32.424716,17.168597,55120
USA,USA,2015,5376.577933,1479.001098,2285.320769,1475.99299,39.907292,65.110473,31.245311,16.563306,57185
USA,USA,2016,5251.757629,1347.797519,2299.606916,1481.713018,39.439018,54.557104,28.644054,16.050104,58368
USA,USA,2017,5210.957584,1308.479533,2314.675386,1460.391796,40.323535,59.245489,27.841845,15.800777,60445
USA,USA,2018,5376.657233,1256.201494,2365.28348,1618.720337,38.970745,72.786925,24.694251,16.187923,63215
USA,USA,2019,5259.143836,1070.723931,2358.831137,1673.9991,40.895869,88.383147,26.310652,15.730884,65453
USA,USA,2020,4715.691109,878.972885,2049.3365,1653.677852,40.687747,67.684371,25.331754,14.037218,64513
USA,USA,2021,5007.335889,1002.299987,2233.77818,1637.038462,41.203135,67.684371,25.331754,14.858668,71133
Uzbekistan,UZB,1990,103.371851,7.0231,29.411588,62.938785,2.58287,1.415508,,5.023147,2504
Uzbekistan,UZB,1991,102.749539,6.257651,29.198308,63.42205,2.55471,1.316819,,4.875584,2510
Uzbekistan,UZB,1992,110.984327,9.6916,21.951749,76.847608,2.49337,0,,5.140987,2232
Uzbekistan,UZB,1993,115.617242,7.386624,24.31064,81.549648,2.37033,0,,5.234885,2187
Uzbekistan,UZB,1994,107.979978,7.478224,20.247264,78.15312,2.10137,0,,4.785343,2078
Uzbekistan,UZB,1995,102.663682,4.209936,18.624112,78.285024,1.54461,0,,4.458558,2063
Uzbekistan,UZB,1996,105.546009,4.722732,18.13617,81.253707,1.4334,0,,4.497841,2099
Uzbekistan,UZB,1997,106.629578,3.88384,18.737696,82.505952,1.50209,0,,4.465732,2209
Uzbekistan,UZB,1998,118.498913,4.056174,18.49278,94.358249,1.59171,0,,4.885188,2296
Uzbekistan,UZB,1999,121.739198,4.026736,19.279968,96.934784,1.49771,0,,4.948203,2393
Uzbekistan,UZB,2000,120.994017,4.916939,19.231754,95.363705,1.48162,0,,4.854216,2507
Uzbekistan,UZB,2001,122.586352,5.048992,19.01616,96.83952,1.68168,0,,4.855204,2639
Uzbekistan,UZB,2002,127.518315,5.041809,18.727242,102.056324,1.69294,0,,4.985268,2756
Uzbekistan,UZB,2003,125.935969,3.876625,19.96938,100.297584,1.79238,0,,4.861284,2899
Uzbekistan,UZB,2004,125.118217,4.58353,18.608911,99.793446,2.13233,0,,4.769147,3164
Uzbekistan,UZB,2005,116.576172,4.426112,14.428832,95.454528,2.2667,0,,4.386946,3450
Uzbekistan,UZB,2006,119.515162,4.752208,14.483792,97.931392,2.34777,0,,4.438518,3775
Uzbekistan,UZB,2007,119.900918,5.034336,13.787632,98.52496,2.55399,0,,4.390429,4190
Uzbekistan,UZB,2008,123.405246,4.924416,13.084144,102.570016,2.82667,0,,4.450755,4593
Uzbekistan,UZB,2009,105.987866,5.305655,11.644595,86.132626,2.90499,0,,3.762726,4923
Uzbekistan,UZB,2010,104.156837,5.151403,10.885361,85.195994,2.92408,0,,3.640037,5633
Uzbekistan,UZB,2011,113.283524,5.415392,9.944096,95.132096,2.79194,0,,3.898604,6090
Uzbekistan,UZB,2012,118.854708,5.470352,8.914512,98.242832,2.79103,3.435982,,4.028557,6313
Uzbekistan,UZB,2013,112.28197,8.0129,10.277176,88.314102,2.869015,2.808776,,3.747326,6565
Uzbekistan,UZB,2014,107.399472,7.430333,10.090304,84.415616,3.016775,2.446444,,3.527477,6779
Uzbekistan,UZB,2015,103.695922,5.99064,10.237216,81.94536,3.427221,2.095486,,3.350497,6750
Uzbekistan,UZB,2016,110.139074,7.093744,10.717562,86.993628,3.476474,1.857666,,3.501639,6884
Uzbekistan,UZB,2017,108.930768,6.687028,11.113291,85.868768,3.665279,1.596402,,3.409875,7796
Uzbekistan,UZB,2018,116.464113,9.658304,11.695488,89.848608,3.776099,1.485614,,3.58908,8131
Uzbekistan,UZB,2019,118.797933,8.280383,12.277682,92.388552,4.67908,1.172236,,3.602454,8585
Uzbekistan,UZB,2020,118.239699,11.347821,10.945809,90.231391,4.67908,1.035598,,3.526737,8481
Uzbekistan,UZB,2021,121.631478,8.083977,11.805991,96.180973,4.67908,0.881457,,3.568847,9332
